Project,Release,Package,Classes,Refactoring-LOC,Smells-Rank-3,Efforts-Rank-3,Smells-Rank-5,Efforts-Rank-5,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,FANIN,FANOUT,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency
batik,1.8,org.apache.batik.dom,85,0,High,High,Very High,High,252,30,820,602,10077,1710,48,137,340,233,,Packages(4): org.apache.batik.dom;org.apache.batik.dom.traversal;org.apache.batik.dom.util;org.apache.batik.dom.events,,,classes: 85,,Packages(5): org.apache.batik.dom.traversal;org.apache.batik.css.engine;org.apache.batik.xml;org.apache.batik.css.parser;org.apache.batik.anim.dom
batik,1.8,org.apache.batik.dom.events,26,0,Medium,High,High,High,456,394,147,120,2163,216,19,25,107,44,,,,,,,Packages(2): org.apache.batik.xml;org.apache.batik.dom
batik,1.8,org.apache.batik.dom.svg,60,0,High,High,Very High,High,112,11,650,486,5241,831,30,48,178,96,,,,LCC: 0.32,classes: 60,,Packages(1): org.apache.batik.anim.dom
batik,1.8,org.apache.batik.dom.util,24,0,Medium,High,Medium,High,100,54,181,155,2852,458,5,5,170,39,,,,LCC: 0.2,,,Packages(2): org.apache.batik.dom;org.apache.batik.xml
batik,1.8,org.apache.batik.dom.xbl,7,0,High,High,High,High,1,0,55,17,312,59,1,1,14,2,,,,LCC: 0.71,,,Packages(1): org.apache.batik.dom
batik,1.8,org.apache.batik.ext.awt,14,0,High,High,High,High,95,23,68,36,2263,306,4,4,31,16,,,,LCC: 0.43,,,Packages(1): org.apache.batik.ext.awt.image
batik,1.8,org.apache.batik.ext.awt.geom,25,0,Medium,High,Medium,High,123,24,360,305,4180,832,8,10,59,36,,,,LCC: 0.24,,,
batik,1.8,org.apache.batik.ext.awt.image,45,0,High,Medium,Very High,High,131,66,247,160,3968,680,35,51,164,45,,Packages(2): org.apache.batik.ext.awt.image.rendered;org.apache.batik.ext.awt.image,,,classes: 45,,Packages(2): org.apache.batik.ext.awt.image.rendered;org.apache.batik.ext.awt.image.renderable
batik,1.8,org.apache.batik.ext.awt.image.codec.imageio,11,0,Medium,Medium,Medium,High,12,0,25,19,488,56,6,6,4,29,,,,LCC: 0.45,,,
batik,1.8,org.apache.batik.ext.awt.image.renderable,45,0,High,Medium,High,High,83,5,440,269,4124,700,65,85,121,119,,,,,classes: 45,,Packages(1): org.apache.batik.ext.awt.image.rendered
batik,1.8,org.apache.batik.ext.awt.image.rendered,48,0,Medium,Medium,Medium,High,217,4,385,252,7772,1435,33,58,134,133,,,,,classes: 48,,
batik,1.8,org.apache.batik.ext.awt.image.spi,15,0,Medium,Medium,Medium,High,51,3,85,67,1051,189,10,9,65,30,,,,,,,Packages(1): org.apache.batik.ext.awt.image.renderable
