Project,Release,Package,Classes,Refactoring-LOC,Smells-Rank-3,Efforts-Rank-3,Smells-Rank-5,Efforts-Rank-5,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,FANIN,FANOUT,Ambiguous Interface,Cyclic Dependency,Dense Structure,Feature Concentration,God Component,Scattered Functionality,Unstable Dependency
mina-sshd,1.0.0,org.apache.sshd.common.channel,20,276,High,High,High,High,72,10,170,121,1534,312,5,5,45,73,,Packages(2): org.apache.sshd.common.channel;org.apache.sshd.common.session,,LCC: 0.2,,,
mina-sshd,1.0.0,org.apache.sshd.common.cipher,16,111,Medium,Medium,Medium,High,32,18,65,50,654,104,7,8,11,29,,,,LCC: 0.25,classes: 31,,
mina-sshd,1.0.0,org.apache.sshd.common.compression,8,92,Medium,Medium,Medium,Medium,9,4,26,20,285,41,2,3,5,13,,,,LCC: 0.5,,,
mina-sshd,1.0.0,org.apache.sshd.common.config,9,0,High,Medium,High,Medium,55,51,88,57,779,119,3,4,11,33,,,,LCC: 0.44,,,Packages(1): org.apache.sshd.common.compression
mina-sshd,1.0.0,org.apache.sshd.common.config.keys,14,107,High,Medium,Very High,High,26,14,151,125,1536,294,4,7,60,52,,Packages(2): org.apache.sshd.common.util.buffer;org.apache.sshd.common.config.keys,,LCC: 0.29,,,Packages(1): org.apache.sshd.common.digest
mina-sshd,1.0.0,org.apache.sshd.common.digest,6,0,Medium,Medium,Medium,Medium,10,5,26,19,215,35,2,3,11,9,,,,LCC: 0.5,,,
mina-sshd,1.0.0,org.apache.sshd.common.file,2,0,Medium,Medium,Medium,Medium,0,0,2,0,23,2,0,0,7,1,,,,,,,Packages(1): org.apache.sshd.common.session
mina-sshd,1.0.0,org.apache.sshd.common.file.util,9,28,Medium,Medium,Medium,Medium,20,0,189,147,1152,302,2,2,19,18,,,,LCC: 0.22,,,
mina-sshd,1.0.0,org.apache.sshd.common.io,21,5,High,Medium,High,Medium,9,0,81,32,468,103,6,7,93,20,Class: DefaultIoServiceFactoryFactory,,,LCC: 0.57,,,Packages(1): org.apache.sshd.common
mina-sshd,1.0.0,org.apache.sshd.common.io.mina,9,0,Medium,Medium,Medium,Low,13,2,80,62,391,96,2,2,13,32,,,,LCC: 0.22,,,
mina-sshd,1.0.0,org.apache.sshd.common.kex,13,2,High,Medium,High,Medium,34,18,59,46,477,90,2,2,22,16,,Packages(2): org.apache.sshd.common.session;org.apache.sshd.common.kex,,LCC: 0.54,,,Packages(1): org.apache.sshd.common.cipher
mina-sshd,1.0.0,org.apache.sshd.common.keyprovider,8,183,Medium,High,Medium,High,20,1,54,35,423,90,5,10,37,17,,,,,,,Packages(1): org.apache.sshd.common.config.keys
mina-sshd,1.0.0,org.apache.sshd.common.mac,7,182,Medium,High,Medium,High,14,7,35,25,302,50,1,1,4,13,,,,LCC: 0.57,,,
mina-sshd,1.0.0,org.apache.sshd.common.session,13,473,Medium,High,Medium,Very High,69,5,199,92,1994,341,5,6,94,73,,,,LCC: 0.67,,,Packages(11): org.apache.sshd.common.forward;org.apache.sshd.agent.common;org.apache.sshd.server.x11;org.apache.sshd.common.channel;org.apache.sshd.client.channel;org.apache.sshd.common.kex;org.apache.sshd.common.cipher;org.apache.sshd.common.mac;org.apache.sshd.common.compression;org.apache.sshd.common.digest;org.apache.sshd.server
mina-sshd,1.0.0,org.apache.sshd.common.signature,12,64,Medium,Medium,Medium,Medium,13,3,53,37,499,78,7,10,13,34,,,,LCC: 0.25,,,
mina-sshd,1.0.0,org.apache.sshd.common.util,43,483,High,High,Very High,Very High,70,10,356,258,3377,690,8,12,442,105,,,,LCC: 0.21,classes: 43,,Packages(6): org.apache.sshd.common.future;org.apache.sshd.common;org.apache.sshd.common.config.keys;org.apache.sshd.common.random;org.apache.sshd.common.keyprovider;org.apache.sshd.common.channel
mina-sshd,1.0.0,org.apache.sshd.common.util.buffer,4,43,Medium,Medium,Medium,Medium,11,6,108,101,898,153,1,1,165,18,,,,,,,Packages(4): org.apache.sshd.common.util;org.apache.sshd.common.keyprovider;org.apache.sshd.common.config.keys;org.apache.sshd.common.util.io
mina-sshd,1.0.0,org.apache.sshd.common.util.io,18,3,Medium,Medium,Medium,Medium,27,7,98,92,957,166,1,1,52,24,,,,LCC: 0.67,,,
mina-sshd,1.0.0,org.apache.sshd.server,21,70,High,Medium,High,Medium,50,15,156,117,1318,229,4,4,119,96,,,,LCC: 0.24,,,Packages(13): org.apache.sshd.server.channel;org.apache.sshd.common.kex;org.apache.sshd.server.forward;org.apache.sshd.server.global;org.apache.sshd.server.config.keys;org.apache.sshd.server.kex;org.apache.sshd.server.auth;org.apache.sshd.server.auth.gss;org.apache.sshd.common.io.mina;org.apache.sshd.common.io.nio2;org.apache.sshd.client;org.apache.sshd.client.session;org.apache.sshd.deprecated
mina-sshd,1.0.0,org.apache.sshd.server.auth.password,4,6,Medium,Medium,Medium,Medium,3,2,8,3,62,10,3,5,10,4,,,,,,,Packages(1): org.apache.sshd.server.session
mina-sshd,1.0.0,org.apache.sshd.server.auth.pubkey,5,18,Medium,Medium,Medium,Medium,4,2,12,6,88,17,4,6,26,8,,,,,,,Packages(2): org.apache.sshd.server.session;org.apache.sshd.common.config.keys
mina-sshd,1.0.0,org.apache.sshd.server.config.keys,9,149,Medium,High,Medium,High,14,6,61,50,753,126,1,1,14,53,,,,LCC: 0.22,,,
mina-sshd,1.0.0,org.apache.sshd.server.session,7,111,High,Medium,High,High,16,3,39,23,435,91,1,1,42,38,,,,LCC: 0.29,,,Packages(2): org.apache.sshd.server;org.apache.sshd.server.auth
mina-sshd,1.0.0,org.apache.sshd,20,140,Medium,High,Medium,High,70,7,164,140,1988,275,0,0,12,139,,,,LCC: 0.55,classes: 52,,Packages(7): org.apache.sshd.client.session;org.apache.sshd.server.auth.gss;org.apache.sshd.server.shell;org.apache.sshd.common.io.mina;org.apache.sshd.common.io.nio2;org.apache.sshd.agent.unix;org.apache.sshd.agent.local
mina-sshd,1.0.0,org.apache.sshd.util,14,144,High,High,High,High,56,18,168,154,1192,264,0,0,42,38,,,,LCC: 0.79,,,Packages(3): org.apache.sshd.server;org.apache.sshd.server.channel;org.apache.sshd.server.keyprovider
mina-sshd,1.0.0,org.apache.sshd.agent.common,4,40,Medium,Medium,Medium,Medium,8,0,32,23,299,61,0,0,1,12,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.agent.unix,9,0,Medium,Medium,Medium,Low,42,3,74,49,781,150,0,0,16,48,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.client.config.keys,2,0,Medium,Medium,Medium,Low,3,3,16,15,247,31,0,0,3,17,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.client.kex,4,0,Medium,Low,Medium,Low,13,0,25,18,278,38,2,2,4,38,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.client.scp,6,183,Medium,High,Medium,High,22,0,111,66,1163,147,2,3,6,39,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.client.subsystem.sftp.extensions.openssh.impl,5,0,Medium,Low,Medium,Low,0,0,17,12,191,33,2,2,1,31,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.client.subsystem.sftp.extensions.openssh,4,0,Medium,Low,Medium,Low,13,13,12,9,118,15,0,0,9,3,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.client.subsystem,1,39,Medium,Medium,Medium,Medium,0,0,1,0,9,1,0,0,0,0,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.file.nativefs,1,0,Medium,Low,Medium,Low,2,1,5,5,42,8,0,0,2,2,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.file.root,3,0,Medium,Low,Medium,Low,3,0,51,41,321,66,0,0,7,11,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.file.virtualfs,1,0,Medium,Low,Medium,Low,2,0,8,7,38,10,0,0,0,1,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.forward,11,28,Medium,Medium,Medium,Medium,25,1,87,49,972,182,4,4,26,68,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.future,6,227,Medium,High,Medium,High,5,0,38,19,370,62,4,4,29,5,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.io.nio2,10,0,Medium,Low,Medium,Low,24,2,82,55,626,113,3,3,16,40,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.kex.dh,1,5,Medium,Medium,Low,Medium,10,0,6,5,37,6,0,0,0,3,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.random,7,47,Medium,Medium,Low,Medium,5,1,22,17,146,26,5,6,16,9,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.scp,8,30,Medium,Medium,Low,Medium,34,19,67,49,875,188,2,2,31,21,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.subsystem.sftp.extensions,14,0,Low,Low,Low,Low,57,55,50,46,467,66,6,11,28,45,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.subsystem.sftp.extensions.openssh,7,0,Low,Low,Low,Low,14,10,26,25,163,32,5,5,20,9,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.subsystem.sftp,1,874,Low,High,Low,Very High,199,199,1,0,207,1,0,0,30,0,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.common.util.logging,4,0,Low,Low,Low,Low,2,0,17,10,145,33,1,1,5,4,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.auth,12,304,Low,High,Low,High,20,15,43,29,313,53,9,13,14,37,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.auth.gss,6,0,Low,Low,Low,Low,11,3,26,18,345,41,0,0,10,14,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.channel,12,93,Low,Medium,Low,Medium,26,3,90,62,836,180,3,3,17,57,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.command,5,49,Low,Medium,Low,Medium,33,0,56,54,470,84,0,0,5,21,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.forward,8,0,Low,Low,Low,Very Low,13,5,47,35,349,72,5,7,30,30,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.global,4,51,Low,Medium,Low,Medium,8,8,8,8,112,16,0,0,10,22,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.kex,5,0,Low,Low,Low,Very Low,18,2,22,15,354,46,2,2,6,35,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.keyprovider,6,0,Low,Low,Very Low,Very Low,11,3,50,28,344,72,2,2,8,11,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.shell,8,526,Low,High,Very Low,Very High,36,4,78,62,610,125,2,2,11,22,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.subsystem.sftp,16,330,Low,High,Very Low,Very High,89,29,228,106,3519,666,4,4,22,72,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.subsystem,1,0,Low,Low,Very Low,Very Low,0,0,0,0,5,0,0,0,0,0,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.server.x11,2,0,Low,Low,Very Low,Very Low,10,5,20,13,194,35,0,0,3,16,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.deprecated,8,0,Low,Low,Very Low,Very Low,11,0,24,18,437,62,5,9,5,35,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.git.transport,2,0,Low,Low,Very Low,Very Low,8,4,21,20,154,33,0,0,1,13,,,,,,,
mina-sshd,1.0.0,org.apache.sshd.git.util,4,0,Low,Low,Very Low,Very Low,13,1,30,29,187,40,0,0,5,10,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.agent.local,8,0,High,Medium,High,Medium,15,1,50,39,363,80,0,0,12,41,,,,LCC: 0.25,,,
mina-sshd,1.1.0,org.apache.sshd.agent,8,0,High,Medium,Very High,Medium,35,30,20,10,247,24,0,0,26,15,,,,LCC: 0.63,,,Packages(3): org.apache.sshd.agent.local;org.apache.sshd.server;org.apache.sshd.server.forward
mina-sshd,1.1.0,org.apache.sshd.client.auth,7,0,High,Medium,High,Medium,7,4,37,24,281,62,2,2,8,13,,,,LCC: 0.57,,,Packages(1): org.apache.sshd.common.signature
mina-sshd,1.1.0,org.apache.sshd.client.auth.keyboard,3,0,High,Medium,High,Medium,12,7,22,10,249,49,0,0,18,16,,,,,,,Packages(2): org.apache.sshd.client.auth.password;org.apache.sshd.client
mina-sshd,1.1.0,org.apache.sshd.client,12,0,High,Medium,Very High,Medium,63,15,261,203,2823,505,2,3,44,139,,Packages(6): org.apache.sshd.common.config;org.apache.sshd.client;org.apache.sshd.client.config.hosts;org.apache.sshd.client.session;org.apache.sshd.client.subsystem.sftp;org.apache.sshd.client.simple,,LCC: 0.64,,,Packages(8): org.apache.sshd.client.config.hosts;org.apache.sshd.client.config.keys;org.apache.sshd.client.global;org.apache.sshd.client.kex;org.apache.sshd.client.auth.pubkey;org.apache.sshd.client.simple;org.apache.sshd.common.util.logging;org.apache.sshd.common.forward
mina-sshd,1.1.0,org.apache.sshd.client.future,6,0,High,Medium,Very High,Medium,0,0,40,20,244,51,3,3,23,6,,,,LCC: 0.5,,,Packages(1): org.apache.sshd.client.session
mina-sshd,1.1.0,org.apache.sshd.client.keyverifier,7,24,High,High,High,High,4,2,17,10,143,26,5,7,14,15,,,,LCC: 0.5,,,Packages(1): org.apache.sshd.client.session
mina-sshd,1.1.0,org.apache.sshd.client.session,10,186,High,High,Very High,Very High,23,2,123,66,1048,217,4,5,64,76,,,,LCC: 0.2,,,Packages(7): org.apache.sshd.client.auth;org.apache.sshd.client.auth.keyboard;org.apache.sshd.client.auth.password;org.apache.sshd.client;org.apache.sshd.client.channel;org.apache.sshd.client.subsystem.sftp;org.apache.sshd.client.config.hosts
mina-sshd,1.1.0,org.apache.sshd.client.subsystem.sftp,59,71,High,High,Very High,High,180,19,790,631,7694,1583,29,35,198,308,,,,,classes: 59,,Packages(3): org.apache.sshd.client;org.apache.sshd.common.config;org.apache.sshd.server.subsystem.sftp
mina-sshd,1.1.0,org.apache.sshd.client.subsystem.sftp.extensions,10,0,High,Medium,Very High,Medium,0,0,14,4,151,21,7,7,10,6,,,,LCC: 0.2,,,Packages(1): org.apache.sshd.client.subsystem.sftp
mina-sshd,1.1.0,org.apache.sshd.client.subsystem.sftp.extensions.impl,15,0,High,Medium,High,Medium,18,0,68,45,720,109,9,13,0,83,,,,LCC: 0.4,,,
mina-sshd,1.1.0,org.apache.sshd.common,30,194,High,High,Very High,Very High,167,80,232,182,2168,390,8,8,325,82,,Packages(2): org.apache.sshd.common.session;org.apache.sshd.common,,LCC: 0.23,,,Packages(7): org.apache.sshd.agent;org.apache.sshd.common.forward;org.apache.sshd.server.forward;org.apache.sshd.common.session;org.apache.sshd.common.channel;org.apache.sshd.common.config;org.apache.sshd.common.file.nativefs
mina-sshd,1.1.0,org.apache.sshd.common.auth,10,0,High,Medium,High,Medium,15,1,78,65,738,96,2,2,6,50,,,,LCC: 0.5,,,
mina-sshd,1.1.0,org.apache.sshd.common.channel,30,44,High,High,High,High,93,12,240,167,2349,445,10,13,90,111,,Packages(2): org.apache.sshd.common.channel;org.apache.sshd.common.session,,LCC: 0.2,,,Packages(4): org.apache.sshd.server;org.apache.sshd.client;org.apache.sshd.server.forward;org.apache.sshd.client.channel
mina-sshd,1.1.0,org.apache.sshd.common.cipher,18,0,Medium,Medium,High,Medium,33,18,76,57,738,118,9,13,10,28,,,,LCC: 0.28,classes: 31,,
mina-sshd,1.1.0,org.apache.sshd.common.compression,11,0,Medium,Medium,High,Medium,13,4,39,32,348,57,6,14,6,14,,,,LCC: 0.27,,,
mina-sshd,1.1.0,org.apache.sshd.common.config,9,0,High,Medium,High,Medium,55,51,89,58,793,120,3,4,13,34,,,,LCC: 0.44,,,Packages(2): org.apache.sshd.common.compression;org.apache.sshd.client
mina-sshd,1.1.0,org.apache.sshd.common.config.keys,19,14,High,Medium,Very High,High,45,15,176,149,1857,347,5,12,113,72,,Packages(5): org.apache.sshd.common.util.buffer.keys;org.apache.sshd.common.util.buffer;org.apache.sshd.common.keyprovider;org.apache.sshd.common.config.keys;org.apache.sshd.common.digest,,LCC: 0.21,,,Packages(2): org.apache.sshd.common.keyprovider;org.apache.sshd.common.digest
mina-sshd,1.1.0,org.apache.sshd.common.digest,7,0,Medium,Medium,High,Medium,11,6,33,25,316,54,3,4,15,14,,,,LCC: 0.43,,,
mina-sshd,1.1.0,org.apache.sshd.common.file,2,0,Medium,Medium,High,Medium,0,0,2,0,23,2,0,0,10,1,,,,,,,Packages(1): org.apache.sshd.common.session
mina-sshd,1.1.0,org.apache.sshd.common.file.util,9,0,Medium,Medium,Medium,Medium,23,0,192,148,1184,310,2,2,19,19,,,,LCC: 0.22,,,
mina-sshd,1.1.0,org.apache.sshd.common.forward,13,0,Medium,Medium,Medium,Medium,41,3,125,79,1715,276,4,4,26,90,,,,,,,Packages(1): org.apache.sshd.server.global
mina-sshd,1.1.0,org.apache.sshd.common.io,21,5,High,Medium,High,Medium,9,0,73,30,456,95,6,7,100,19,Class: DefaultIoServiceFactoryFactory,,,LCC: 0.57,,,Packages(1): org.apache.sshd.common
mina-sshd,1.1.0,org.apache.sshd.common.io.mina,9,23,Medium,Medium,Medium,High,13,2,80,62,391,96,2,2,13,31,,,,LCC: 0.22,,,
mina-sshd,1.1.0,org.apache.sshd.common.kex,17,0,Medium,Medium,Medium,Medium,45,22,95,67,671,134,3,3,25,27,,Packages(2): org.apache.sshd.common.session;org.apache.sshd.common.kex,,LCC: 0.53,,,Packages(1): org.apache.sshd.common.cipher
mina-sshd,1.1.0,org.apache.sshd.common.keyprovider,12,0,Medium,Medium,Medium,Medium,24,3,99,72,726,177,6,16,50,37,,,,,,,Packages(1): org.apache.sshd.client.session
mina-sshd,1.1.0,org.apache.sshd.common.mac,11,0,Medium,Medium,Medium,Medium,32,7,66,42,510,89,4,5,9,21,,,,LCC: 0.27,,,
mina-sshd,1.1.0,org.apache.sshd.common.scp,9,37,Medium,High,Medium,High,41,21,91,70,1116,241,2,2,34,27,,,,LCC: 0.22,,,
mina-sshd,1.1.0,org.apache.sshd.common.session,17,105,Medium,High,Medium,High,84,4,275,133,2644,525,7,10,123,84,,,,LCC: 0.67,,,Packages(10): org.apache.sshd.common.forward;org.apache.sshd.agent.common;org.apache.sshd.server.x11;org.apache.sshd.common.channel;org.apache.sshd.client.channel;org.apache.sshd.common.kex;org.apache.sshd.common.cipher;org.apache.sshd.common.mac;org.apache.sshd.common.compression;org.apache.sshd.common.digest
mina-sshd,1.1.0,org.apache.sshd.common.signature,14,36,High,High,High,High,13,3,61,41,548,86,7,10,26,39,,,,LCC: 0.29,,,Packages(2): org.apache.sshd.server;org.apache.sshd.client
mina-sshd,1.1.0,org.apache.sshd.common.subsystem.sftp,6,1,High,Medium,High,Medium,217,213,46,44,1178,225,0,0,54,15,,,,LCC: 0.33,,,Packages(1): org.apache.sshd.server.subsystem.sftp
mina-sshd,1.1.0,org.apache.sshd.common.util,40,0,High,Medium,High,Medium,80,33,335,277,3579,697,1,1,674,96,,,,LCC: 0.21,classes: 40,,Packages(5): org.apache.sshd.common;org.apache.sshd.common.config.keys;org.apache.sshd.common.random;org.apache.sshd.common.keyprovider;org.apache.sshd.common.channel
mina-sshd,1.1.0,org.apache.sshd.common.util.buffer,6,69,Medium,High,Medium,High,11,6,119,113,1015,167,1,1,202,26,,,,,,,Packages(4): org.apache.sshd.common.util.buffer.keys;org.apache.sshd.common.keyprovider;org.apache.sshd.common.config.keys;org.apache.sshd.common.util.io
mina-sshd,1.1.0,org.apache.sshd.common.util.io,22,0,Medium,Medium,Medium,Medium,36,9,134,124,1407,255,1,1,83,34,,,,LCC: 0.68,,,
mina-sshd,1.1.0,org.apache.sshd.server,27,0,Medium,Medium,Medium,Medium,63,19,223,167,1827,325,7,10,113,140,,,,LCC: 0.24,,,Packages(13): org.apache.sshd.server.channel;org.apache.sshd.server.auth.gss;org.apache.sshd.server.auth.hostbased;org.apache.sshd.common.kex;org.apache.sshd.server.global;org.apache.sshd.server.config.keys;org.apache.sshd.server.kex;org.apache.sshd.server.shell;org.apache.sshd.common.io.mina;org.apache.sshd.common.io.nio2;org.apache.sshd.client;org.apache.sshd.common.auth;org.apache.sshd.deprecated
mina-sshd,1.1.0,org.apache.sshd.server.auth.password,7,23,Medium,Medium,Medium,High,9,5,20,12,197,28,3,5,26,13,,,,,,,Packages(1): org.apache.sshd.server.session
mina-sshd,1.1.0,org.apache.sshd.server.auth.pubkey,8,158,Medium,High,Medium,Very High,11,5,29,23,245,47,5,7,30,27,,,,,,,Packages(1): org.apache.sshd.common.signature
mina-sshd,1.1.0,org.apache.sshd.server.config.keys,10,0,Medium,Medium,Medium,Medium,14,6,69,54,801,138,4,4,16,69,,,,LCC: 0.2,,,
mina-sshd,1.1.0,org.apache.sshd.server.session,9,216,Medium,High,Medium,Very High,17,2,54,35,548,119,4,5,65,48,,,,LCC: 0.29,,,Packages(6): org.apache.sshd.server.auth.pubkey;org.apache.sshd.server.auth.keyboard;org.apache.sshd.server.auth.gss;org.apache.sshd.server.auth.hostbased;org.apache.sshd.server;org.apache.sshd.server.auth
mina-sshd,1.1.0,org.apache.sshd.deprecated,8,0,Medium,Medium,Medium,Medium,11,0,26,20,467,69,5,9,4,36,,,,,,,Packages(1): org.apache.sshd.common.auth
mina-sshd,1.1.0,org.apache.sshd,11,0,Medium,Medium,Medium,Medium,53,4,117,99,1171,197,0,0,7,61,,,,LCC: 0.55,classes: 52,,Packages(7): org.apache.sshd.client.session;org.apache.sshd.server.auth.gss;org.apache.sshd.server.shell;org.apache.sshd.common.io.mina;org.apache.sshd.common.io.nio2;org.apache.sshd.agent.unix;org.apache.sshd.agent.local
mina-sshd,1.1.0,org.apache.sshd.util.test,11,0,High,Medium,High,Medium,44,12,135,115,792,195,0,0,17,32,,,,LCC: 0.82,,,Packages(1): org.apache.sshd.server.channel
mina-sshd,1.1.0,org.apache.sshd.agent.common,4,126,Medium,High,Medium,High,8,0,33,23,318,63,0,0,1,15,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.agent.unix,9,0,Medium,Medium,Medium,Medium,46,7,74,49,808,152,0,0,16,50,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.auth.hostbased,4,40,Medium,High,Medium,High,11,2,41,34,248,49,0,0,8,22,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.auth.password,4,0,Medium,Medium,Medium,Medium,8,5,34,28,266,55,0,0,17,22,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.auth.pubkey,9,29,Medium,High,Medium,High,21,3,45,37,353,62,5,5,15,43,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.channel,8,0,Medium,Medium,Medium,Medium,47,11,97,62,883,178,7,19,23,50,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.channel.exit,3,0,Medium,Medium,Medium,Medium,4,2,13,5,124,22,2,2,0,10,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.config.hosts,8,403,Medium,High,Medium,Very High,40,24,134,122,1676,310,2,3,24,47,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.config.keys,10,0,Medium,Medium,Medium,Low,10,3,69,57,651,125,3,4,23,71,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.global,1,0,Medium,Medium,Medium,Low,2,2,3,2,22,4,0,0,2,6,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.scp,8,2,Medium,Medium,Medium,Medium,14,0,112,65,1280,171,3,4,10,45,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.simple,11,0,Medium,Medium,Medium,Low,17,2,111,63,910,137,12,15,3,35,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.subsystem,2,0,Medium,Medium,Medium,Low,0,0,3,1,20,3,1,1,0,0,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.subsystem.sftp.extensions.openssh.impl,5,0,Medium,Medium,Medium,Low,0,0,17,12,191,33,2,2,1,31,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.client.subsystem.sftp.extensions.openssh,4,0,Medium,Low,Medium,Low,13,13,12,9,107,15,0,0,9,3,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.file.nativefs,1,0,Medium,Low,Medium,Low,2,1,5,5,42,8,0,0,2,2,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.file.root,3,0,Medium,Low,Low,Low,4,0,52,42,387,83,0,0,7,12,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.file.virtualfs,1,0,Medium,Low,Low,Low,2,0,8,7,40,10,0,0,0,2,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.future,12,0,Medium,Low,Low,Low,4,0,50,25,462,76,12,23,32,7,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.global,1,0,Medium,Low,Low,Low,2,0,7,4,44,12,0,0,0,7,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.io.nio2,11,143,Medium,High,Low,Very High,24,2,84,57,680,123,3,3,16,40,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.kex.dh,1,0,Low,Low,Low,Low,10,0,7,6,41,7,0,0,0,4,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.random,8,0,Low,Low,Low,Low,9,3,26,20,172,31,6,8,16,11,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.subsystem.sftp.extensions,17,0,Low,Low,Low,Low,73,52,105,101,818,155,7,13,38,55,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.subsystem.sftp.extensions.openssh,7,0,Low,Low,Low,Low,16,10,26,25,165,32,5,5,20,9,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.util.buffer.keys,7,0,Low,Low,Low,Low,9,6,34,23,236,56,5,9,17,31,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.util.closeable,10,0,Low,Low,Low,Low,10,0,63,44,466,115,6,10,8,26,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.common.util.logging,4,0,Low,Low,Low,Very Low,2,0,25,18,270,54,1,1,5,9,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.auth,6,37,Low,High,Low,High,7,3,19,13,110,20,4,6,6,9,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.auth.gss,6,0,Low,Low,Low,Very Low,13,5,26,20,307,47,0,0,14,15,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.auth.hostbased,6,0,Low,Low,Low,Very Low,8,5,20,14,187,32,3,5,10,21,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.auth.keyboard,6,0,Low,Low,Low,Very Low,22,14,43,35,318,66,1,1,24,23,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.channel,11,127,Low,High,Low,Very High,20,4,70,44,778,160,4,5,19,65,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.forward,8,34,Low,High,Very Low,High,13,5,50,35,386,73,5,7,30,32,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.global,5,0,Low,Low,Very Low,Very Low,11,10,15,14,170,27,0,0,12,38,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.kex,5,0,Low,Low,Very Low,Very Low,17,2,25,18,373,56,2,2,6,37,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.keyprovider,6,92,Low,High,Very Low,High,11,3,52,30,352,74,2,2,7,14,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.scp,4,22,Low,Medium,Very Low,High,35,0,57,57,470,93,0,0,4,19,,,,,,,
mina-sshd,1.1.0,org.apache.sshd.server.shell,10,0,Low,Low,Very Low,Very Low,39,6,100,75,861,178,2,2,16,44,,,,,,,
